,id,title,title_original,genres,director,keywords,cast
118,43032,Piratas del Caribe: El cofre del hombre muerto,Pirates of the Caribbean: Dead Man's Chest,"['Aventura', 'Fantasía', 'Acción']",['Gore Verbinski'],"['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger', 'based on young adult novel']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Bill Nighy']"
119,43033,Piratas del Caribe: En mareas misteriosas,Pirates of the Caribbean: On Stranger Tides,"['Aventura', 'Acción', 'Fantasía']",['Rob Marshall'],"['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d', 'based on young adult novel']","['Johnny Depp', 'Penélope Cruz', 'Ian McShane', 'Kevin McNally', 'Geoffrey Rush']"
120,43036,Piratas del Caribe. La maldición de la Perla Negra,Pirates of the Caribbean: The Curse of the Black Pearl,"['Aventura', 'Fantasía', 'Acción']",['Gore Verbinski'],"['exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga', 'based on young adult novel']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport']"
121,43124,Plan B,Plan B,[],[],[],[]
122,43205,Jugar para ganar,Playing for Keeps,['Drama'],['Gary Harvey'],['biography'],"['Jennifer Finnigan', 'Roger Cross', 'Doug Savant', 'Brian Markinson', 'Enuka Okuma']"
123,43778,Pretty Woman,Pretty Woman,"['Romance', 'Comedia']",['Garry Marshall'],"['prostitute', 'capitalism', 'cinderella', 'expensive restaurant', 'sports car', 'workaholic', 'fire escape', 'friendship', 'los angeles', 'piano']","['Julia Roberts', 'Richard Gere', 'Ralph Bellamy', 'Jason Alexander', 'Héctor Elizondo']"
124,44097,Psicosis,Psycho,"['Drama', 'Terror', 'Suspense']",[],"['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'taxidermy', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'private detective', 'proto-slasher']",[]
125,44165,Puncture,Puncture,[],[],[],[]
126,44579,Quiz Show,Quiz Show,[],[],[],[]
127,44714,Rain man,Rain man,[],[],[],[]
128,44859,Ratatouille,Ratatouille,[],[],[],[]
129,44943,Real Steel,Real Steel,[],[],[],[]
