,Unnamed: 0,id,title,title_original,genres,director,keywords,cast,genre_empty
913,913,60754,Algo pasa en Las Vegas,What Happens in Vegas,"['Comedia', 'Romance']",['Tom Vaughan'],"['usa', 'casino', 'hotel', 'roommate', 'fictitious marriage', 'party', 'romantic comedy', 'rivalry', 'wedding', 'las vegas', 'drinking', 'accidental marriage']","['Ashton Kutcher', 'Cameron Diaz', 'Lake Bell', 'Queen Latifah', 'Treat Williams']",22
914,914,60791,Dime con cuántos,What's Your Number?,"['Comedia', 'Romance']",['Mark Mylod'],"['based on novel or book', 'loser', 'magazine', 'womanizer', 'mission', 'search', 'boyfriend', 'husband', 'fired', 'past relationship']","['Chris Evans', 'Anna Faris', 'Martin Freeman', 'Chris Pratt', 'Ari Graynor']",22
915,915,60854,Donde el helecho rojo crece,Where the Red Fern Grows,"['Drama', 'Familia']","['Lyman Dayton', 'Sam Pillsbury']",[],"['Joseph Ashton', 'Dabney Coleman', 'Ned Beatty', 'Dave Matthews', 'Renee Faia']",20
916,916,60868,Perseguida,While She Was Out,"['Acción', 'Aventura', 'Drama', 'Terror', 'Suspense']",['Susan Montford'],"['suspense', 'survival']","['Kim Basinger', 'Lukas Haas', 'Craig Sheffer', 'Luke Gair', 'Leonard Wu']",53
917,917,60886,Dos rubias de pelo en pecho,White Chicks,['Comedia'],['Keenen Ivory Wayans'],"['undercover', 'fbi', 'fish out of water', 'high society', 'buddy cop', 'crossdressing']","['Shawn Wayans', 'Marlon Wayans', 'Jaime King', 'Frankie Faison', 'Maitland Ward']",11
918,918,60896,Asalto al poder,White House Down,"['Acción', 'Drama', 'Suspense']",['Roland Emmerich'],"['usa president', 'conspiracy', 'secret service', 'the white house']","['Channing Tatum', 'Jamie Foxx', 'Joey King', 'Maggie Gyllenhaal', 'Richard Jenkins']",31
919,919,60943,Quien es Dayani Cristal?,Who Is Dayani Cristal?,['Documental'],['Marc Silver'],[],"['Gael García Bernal', 'Charles Harding', 'Lorena Ivón Ton Quevedo', 'Alejandro Solalinde', 'Robin Reineke']",14
920,920,61043,Juegos salvajes,Wild Things,"['Misterio', 'Suspense', 'Drama']",['John McNaughton'],"['sailboat', 'rape', 'sexual abuse', 'florida', 'eroticism', 'blackmail', 'cheerleader', 'court case', 'sailing', 'seduction', 'everglades', 'heart-throb', 'menage a trois', 'conspiracy', 'duringcreditsstinger', 'accusation']","['Matt Dillon', 'Kevin Bacon', 'Neve Campbell', 'Denise Richards', 'Bill Murray']",33
921,921,61194,De perdidos al río,Without a Paddle,"['Acción', 'Aventura', 'Comedia', 'Suspense']",['Steven Brill'],"['loss of loved one', 'treasure hunt']","['Seth Green', 'Matthew Lillard', 'Dax Shepard', 'Antony Starr', 'Andrew Hampton']",45
922,922,61240,Wolvesbayne,Wolvesbayne,"['Película de TV', 'Fantasía', 'Terror']",['Griff Furst'],"['saving the world', 'vampire', 'werewolf']","['Jeremy London', 'Christy Carlson Romano', 'Yancy Butler', 'Mark Dacascos', 'Rhett Giles']",40
923,923,61258,Problemas de mujeres,Women in Trouble,"['Comedia', 'Drama']",['Sebastián Gutiérrez'],"['women', 'infidelity', 'stewardess', 'aftercreditsstinger']","['Carla Gugino', 'Adrianne Palicki', 'Connie Britton', 'Marley Shelton', 'Garcelle Beauvais']",20
925,925,61317,Worst Friends,Worst Friends,['Comedia'],['Ralph Arend'],[],"['Richard Tanne', 'Timothée Chalamet', 'Larry Fessenden', 'Kathryn Erbe', 'Bridget Burke']",11
928,928,61466,xXx,xXx,"['Acción', 'Aventura', 'Suspense', 'Misterio']",['Rob Cohen'],"['sports car', 'biological weapon', 'cold war', 'russian', 'prague', 'mission', 'athlete', 'nsa agent', 'adrenaline junkie', 'thrill seeker']","['Vin Diesel', 'Asia Argento', 'Samuel L. Jackson', 'Danny Trejo', 'Leila Arcieri']",46
929,929,61502,Salvando al general Yang,忠烈楊家將,"['Acción', 'Aventura', 'Historia']",['Ronny Yu'],"['martial arts', 'general', 'sung dynasty', 'military family', '10th century']","['Adam Cheng', 'Ekin Cheng', 'Wu Chun', 'Vic Chou', 'Xu Fan']",34
